2024-10-30 15:07:49.635 - INFO    - MainThread - client.py:204 [connectAsync] - Connecting to 127.0.0.1:7497 with clientId 49674...
2024-10-30 15:07:49.637 - INFO    - MainThread - client.py:212 [connectAsync] - Connected
2024-10-30 15:07:49.642 - INFO    - MainThread - client.py:341 [_onSocketHasData] - Logged on to server version 176
2024-10-30 15:07:49.644 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2024-10-30 15:07:49.645 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:cashfarm
2024-10-30 15:07:49.645 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfuture
2024-10-30 15:07:49.649 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfarm.nj
2024-10-30 15:07:49.649 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2024-10-30 15:07:49.650 - INFO    - MainThread - client.py:218 [connectAsync] - API connection ready
2024-10-30 15:07:49.650 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:euhmds
2024-10-30 15:07:49.650 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:apachmds
2024-10-30 15:07:49.650 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2024-10-30 15:07:49.650 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2105, reqId -1: HMDS data farm connection is broken:ushmds
2024-10-30 15:07:49.650 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefhk
2024-10-30 15:07:50.064 - INFO    - MainThread - ib.py:1789 [connectAsync] - Synchronization complete
